name,path,anger_ra1,anger_ra2,caseid,enthusiasm_ra1,enthusiasm_ra2,fear_ra1,fear_ra2,immigrants_ra1,immigrants_ra2,legal,open ended response,pid_rep,treat,txtorg_id
,,1,1,208,0,0,0,1,0,0,0,individuals coming to america at the taxpayers expense.,1,1. worried,2787b856-757f-11e2-ad47-88532e617cea
,,0,0,161,1,1,0,0,0,0,0,i think that immigration is fine.  i mean we all are immigrants if you think about it.  the only one's who aren't are the native americans.  we all came over to the americas.,0.333,0. think,2787e95c-757f-11e2-ad47-88532e617cea
,,1,1,69,0,0,1,1,0,0,0,"losing good paying jobs to illegal immigrants.
illegal immigrants not paying taxes.
the government not doing enough to take care of illegal immigrants.",0.333,1. worried,2788548c-757f-11e2-ad47-88532e617cea
,,0,0,227,0,0,2,1,0,1,0,"illegals, slave trade, child workers, racism",0.16666999,0. think,27888d62-757f-11e2-ad47-88532e617cea
,,1,1,64,0,0,0,1,0,0,0,"i think we need new immigration laws that restrict the amount of immigrants into this country. i also think that immigrants need to learn our language, we should not have to cater to theirs.",0.16666999,0. think,2788bdbe-757f-11e2-ad47-88532e617cea
,,0,1,361,0,0,0,0,0,2,0,that dreadful lou dobbs!,0.333,0. think,2788fe82-757f-11e2-ad47-88532e617cea
,,0,0,188,0,1,0,0,0,0,0,people coming through ellis island.,0.66667002,0. think,27892b0a-757f-11e2-ad47-88532e617cea
,,0,0,450,0,0,2,2,0,0,0,"job security, wreckless driving, auto accidents.",0.16666999,1. worried,278959a4-757f-11e2-ad47-88532e617cea
,,0,0,271,1,1,0,1,0,1,0,"confused.  i think that everyone should be a citizen so that we receive money from their for their portion of taxes.  i also think that our country needs the immigrants more than we think as they will do almost any job, which many american's don't want to do.",0.66667002,0. think,27898a0a-757f-11e2-ad47-88532e617cea
,,0,0,286,0,0,0,0,0,0,0,citizens of other nations entering the united states.,1,0. think,2789d870-757f-11e2-ad47-88532e617cea
,,0,0,301,0,0,0,0,0,0,0,the boarder,0.833,0. think,278a14c0-757f-11e2-ad47-88532e617cea
,,0,2,77,1,1,2,2,0,0,1,"i am enthusiastic about legal immigrants willing to assimilate and be productive members of american society.

i worry that illegal immigrants have no incentive, and often no desire to assimilate.

i worry that illegal immigrants are disproportionally involved in violent crimes, as well as drug and property crimes.

i worry that our culture and language may be diminished by those not willing to assimilate.

i worry that that our our society devotes more and more of it's resources providing health care, education and other services to those not willing to assimilate.

i worry that our careless attitude about enforcing our border and immigration policy will lead to another 9/11 style terrorist attack.",0.66667002,1. worried,278a4be8-757f-11e2-ad47-88532e617cea
,,0,0,117,0,0,1,1,1,1,0,"i wonder about the thoughts in the heads of the immigrants, if they just want to be free of their former lives, or if they want to take ours.",0.333,1. worried,278ac118-757f-11e2-ad47-88532e617cea
,,0,0,122,0,0,2,1,0,1,0,"language barriers, low income, opportunity, jobs",0.16666999,0. think,278afca0-757f-11e2-ad47-88532e617cea
,,0,0,9,0,0,2,2,0,0,0,"lost jobs, unpaid taxes, undercut wages, benefits to illegals, gang violence",0.333,1. worried,278b2900-757f-11e2-ad47-88532e617cea
,,0,0,114,0,0,0,0,0,0,0,illegals,1,0. think,278b5934-757f-11e2-ad47-88532e617cea
,,0,0,417,0,0,0,0,0,0,0,"illegal

language",0.66667002,1. worried,278ba984-757f-11e2-ad47-88532e617cea
,,0,0,400,0,0,0,0,0,0,1,is thier  legal i could deal with it,0.833,0. think,278bd102-757f-11e2-ad47-88532e617cea
,,1,0,184,0,1,0,2,0,1,1,"legal = good, illegal = out of control, border agents wrongly jailed, fences, desperation,",0.66667002,0. think,278bfc54-757f-11e2-ad47-88532e617cea
,,1,1,139,0,0,1,2,0,0,0,"people getting more benefits and paying no taxes,when people who lived here all there lives get no breaks, immigrants come to this country working for less money",0,1. worried,278c2a6c-757f-11e2-ad47-88532e617cea
,,1,1,335,0,0,0,0,0,0,0,send them back,0.66667002,0. think,278c6270-757f-11e2-ad47-88532e617cea
,,0,0,288,0,0,0,1,1,2,0,people becoming violent toward immigrants,0,1. worried,278c8de0-757f-11e2-ad47-88532e617cea
,,0,0,257,0,0,0,0,0,0,0,"illegal immigrants
mexico",0.833,0. think,278cde44-757f-11e2-ad47-88532e617cea
,,0,0,267,0,0,0,0,0,0,0,if there were not jobs available then they would not come,1,0. think,278d0644-757f-11e2-ad47-88532e617cea
,,0,1,198,0,0,1,1,0,0,0,"our immigration system doesn't work. beauacrats are sitting on their duffs and letting undocummented aliens, often subversive ones, flood our country. i don't see any efforts to repair the situation.",1,1. worried,278d36b4-757f-11e2-ad47-88532e617cea
,,0,0,60,1,0,0,1,0,2,0,the people who are having problems with immigration are immigratens them selves. we need the immigrents for a work force for aboration has killed the workforce.,1,1. worried,278d7566-757f-11e2-ad47-88532e617cea
,,1,1,155,0,0,0,1,0,0,0,i think we spend to much money on taking care of people that are no payin g taxes.,0.333,0. think,278db3aa-757f-11e2-ad47-88532e617cea
,,0,0,123,0,0,0,2,2,2,0,"1,difficult for worker immigrants.
2,process takes too long.
3,high fees from government and hiring lawyer.
4,too much paper work
5,immigration laws favor certain countries.",0.333,0. think,278df022-757f-11e2-ad47-88532e617cea
,,0,0,27,0,0,1,2,2,2,0,"more than one side: being over-run, drugs, lower-end jobs not being filled, families tramatized, people wanting a better life",0.833,1. worried,278e305a-757f-11e2-ad47-88532e617cea
,,0,0,186,0,0,0,0,0,0,1,"there's no problem with immigration, it's illegal immigration that's a problem",0.833,0. think,278e73c6-757f-11e2-ad47-88532e617cea
,,0,0,48,0,0,0,0,0,0,0,very little,0,1. worried,278e9d42-757f-11e2-ad47-88532e617cea
,,0,1,171,0,0,1,1,0,0,0,"i worry about the state of the economy and the strain the immigrants are putting on it. using systems that were put in place by tax payers, who will likely never be able to use them because the government is giving aid to people who have never paid into them.",0.833,1. worried,278ec088-757f-11e2-ad47-88532e617cea
,,0,0,354,0,0,2,2,0,0,0,"excess population
jobs
gangs
education system
j",0,1. worried,278f1b5a-757f-11e2-ad47-88532e617cea
,,1,2,174,0,0,2,2,0,0,0,"increasd costs to our economic and government systems, i.e. welfare, healthcare, educational, criminal justice, social security, etc.

lack of respect of the american way of life, i.e. refusal to learn english or do the things that people who have immigrated to this country have done for years to assimilate and began citizens of the us.  they want americans to learn their language, customs, etc.",1,1. worried,278f62ae-757f-11e2-ad47-88532e617cea
,,0,0,190,0,0,0,0,0,0,0,controversy....political correctness....complex issue,0.333,0. think,278faa66-757f-11e2-ad47-88532e617cea
,,0,1,108,0,0,0,1,1,2,0,i'm worried about the fact that it's unfair as to who can get a visa to come live here and who can't.,0.16666999,1. worried,278fefda-757f-11e2-ad47-88532e617cea
,,0,1,454,1,1,0,0,0,2,0,something this country was built with. something the american population against immigrants coming into the country need to educate themsleves more in.,0.333,0. think,2790214e-757f-11e2-ad47-88532e617cea
,,0,0,228,1,1,0,1,0,0,1,"i think that we are country founded on immigration and we should definitely allow immigration, but with strict rules and regulations.  we need to be protected, physically and economically.  i think that if someone immigrates here and is a strain on society they should be removed.",0.16666999,0. think,2790568c-757f-11e2-ad47-88532e617cea
,,0,0,201,1,1,0,1,1,2,0,"immigration has been the life blood of this country and as long as we have jobs to be filled, people will be coming to fill them.  the lost of jobs is not due to  immigrants but to job outsourcing by large and small companies.  by making the crossing of the border with mexico so difficult, those workers who use to come to work for the season and then go home, are now bringing their families because they cannot risk going back and forth.",0.16666999,1. worried,27909b6a-757f-11e2-ad47-88532e617cea
,,0,0,347,0,0,1,1,0,0,0,"the benifits that are given to them,the schooling for the kids immigrents should all be registered,",0.833,1. worried,2790faf6-757f-11e2-ad47-88532e617cea
,,0,0,196,0,0,0,1,1,1,0,"mexico, illegal workers, difficult immigration process",0.833,0. think,27912ecc-757f-11e2-ad47-88532e617cea
,,0,0,251,0,0,2,2,0,0,0,"loss of american culture.  loss of rights, money and services to americans.  lack of security.  double standards.  lack of unified english.  end of american way of life.",0.833,1. worried,27915708-757f-11e2-ad47-88532e617cea
,,0,1,366,0,0,0,0,0,0,1,immigration is fine as long as it is done legally.  people that are here illegally should be sent back to their country,0.16666999,0. think,27918804-757f-11e2-ad47-88532e617cea
,,0,0,394,0,0,1,1,0,0,0,diseases,0,1. worried,2791b73e-757f-11e2-ad47-88532e617cea
,,0,0,182,0,0,0,0,0,0,0,mexican illegals in america,0.5,0. think,2791d944-757f-11e2-ad47-88532e617cea
,,2,2,236,0,0,0,1,0,0,1,"i think of the american born people, and how we've sacrificed to give them their freedom. i think a lot of people have becom frustrated with it all. when white people apply for a job (minimum wage) and they are told their salary is not negotiable, and yet the minority is able to negotiate a higher wage for the same job. it is discrimination against our own. i think of what andy rooney said a while ago about this very subject and agree completely. if you come to our country - speak english. respect our laws. our country doesn't owe you anything, work for it like the rest of us! simply, i am against illegal immigrants, and legal immigrants should adjust to our ways, not us - to theirs.",1,0. think,2791fbe0-757f-11e2-ad47-88532e617cea
,,0,0,55,0,1,0,0,1,0,0,"people moving from one place to another, mostly for a better economic future.",0.333,0. think,2792787c-757f-11e2-ad47-88532e617cea
,,0,1,49,0,0,2,2,0,0,0,"bringing down our education systems, using up our government resouses less opportunities for americans for jobs, etc",0.833,0. think,27929e6a-757f-11e2-ad47-88532e617cea
,,0,1,296,0,0,0,0,0,0,0,those people that are here illegally should be sent back to their own country.  mexicans,0.5,0. think,2792c782-757f-11e2-ad47-88532e617cea
,,0,0,37,0,0,1,2,2,2,0,"racism & xenophobia make me worried!  also, corporations using immigrant labor because it's cheaper for them and the ensuing loss of well-paying jobs worries me quite a bit. vigilantes taking the law into their own hands at the border worries me.",0.5,1. worried,2792fa86-757f-11e2-ad47-88532e617cea
,,0,0,106,1,1,0,1,1,1,0,"that immigrants are the heart and soul and the creative growth that america has always had--all immigrants. that although we focus on latinos there are illegals from many countries whose people we consider ""white"". that it would behoove us to find some way to tax any income from those who work here. it is wrong to take social security payments from people who will not receive it. immigrants must become citizens within 2 years of their visa issue date unless a student. students could get another 2 years until a degree is procured . thereafter they leave or become citizens. we will expect other countries to require that from our citizens who live abroad. there should be a heavy tarriff on any money that leaves the u.s. by any electronic transfer, bank draft or otherwise. that it would then be cheaper for an immigrant to bring his family here than to send money out. that we are the second largest  source of revenue for the government of mexico because immigrants send money home.",0.5,0. think,27936c5a-757f-11e2-ad47-88532e617cea
,,0,0,385,0,0,1,1,0,0,0,job security for our citizens,0.5,1. worried,2793e216-757f-11e2-ad47-88532e617cea
,,0,1,369,0,0,1,2,0,0,1,"public safety, effect on the economy, whether or not they're entering legally (and if not how unfair and upsetting that is), that they're not willing to learn english",0.5,1. worried,279409da-757f-11e2-ad47-88532e617cea
,,0,0,446,0,0,0,0,0,0,0,nothing,0.5,1. worried,279432d4-757f-11e2-ad47-88532e617cea
